date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2019/05/11 00:00:00+00,2019,5,11,chokepoint4,Bab el-Mandeb Strait,19,12,7,3,17,41,58,1084700.6481158,777050.080353836,53211.2773608752,12458.1224355923,1034360.57329782,1927420.1282661,2961780.70156392,51213
2019/05/12 00:00:00+00,2019,5,12,chokepoint4,Bab el-Mandeb Strait,18,11,5,0,17,34,51,1194761.87133512,482365.56601424,13749.2002337255,0,785204.380090233,1690876.63758308,2476081.01767331,51214
2019/05/13 00:00:00+00,2019,5,13,chokepoint4,Bab el-Mandeb Strait,14,11,3,4,17,32,49,749304.591419108,311530.096667722,9774.1206055145,11134.1644002136,663653.6280449,1081742.97309256,1745396.60113746,51215
2019/05/14 00:00:00+00,2019,5,14,chokepoint4,Bab el-Mandeb Strait,18,12,3,6,14,39,53,1460835.17129117,490755.802231815,34592.8222049116,18322.7085023487,377801.671551962,2004506.50423025,2382308.17578221,51216
2019/05/15 00:00:00+00,2019,5,15,chokepoint4,Bab el-Mandeb Strait,22,12,3,0,18,37,55,1528685.75582542,588538.318605479,18502.2982814971,0,822841.5943596,2135726.3727124,2958567.967072,51217
2019/05/16 00:00:00+00,2019,5,16,chokepoint4,Bab el-Mandeb Strait,11,7,3,5,22,26,48,696758.37211759,590338.600727165,18009.4713249083,25623.1775989293,1017593.47680957,1330729.62176859,2348323.09857816,51218
2019/03/10 00:00:00+00,2019,3,10,chokepoint4,Bab el-Mandeb Strait,16,9,7,1,26,33,59,1178247.64790904,426901.844519746,46013.7098840789,9289.52213384015,1199674.31142413,1660452.7244467,2860127.03587083,51219
2019/09/26 00:00:00+00,2019,9,26,chokepoint4,Bab el-Mandeb Strait,15,14,2,3,15,34,49,1014180.02428406,711480.171332586,6405.49500920503,21933.259997462,713913.817885195,1753998.95062332,2467912.76850851,51220
2019/01/19 00:00:00+00,2019,1,19,chokepoint4,Bab el-Mandeb Strait,20,13,7,2,14,42,56,1332472.74050049,446716.897603911,64142.391748656,6620.0068307452,270568.864906509,1849952.0366838,2120520.90159031,51221
2019/05/17 00:00:00+00,2019,5,17,chokepoint4,Bab el-Mandeb Strait,14,12,5,2,11,33,44,674199.171448372,555827.562255739,34929.1075272016,0,420445.615412026,1264955.84123131,1685401.45664334,51222
2019/05/18 00:00:00+00,2019,5,18,chokepoint4,Bab el-Mandeb Strait,19,9,2,4,27,34,61,1036050.77772077,471367.794368172,11892.2535257999,18522.9781269793,1771308.79795311,1537833.80374172,3309142.60169483,51223
2019/05/19 00:00:00+00,2019,5,19,chokepoint4,Bab el-Mandeb Strait,18,17,6,1,18,42,60,1246246.51352334,676917.818678821,21735.6832372192,4393.67136527515,1103449.75732181,1949293.68680465,3052743.44412646,51224
2019/05/20 00:00:00+00,2019,5,20,chokepoint4,Bab el-Mandeb Strait,15,13,2,4,11,34,45,1235764.61290673,721322.479477275,11279.5020098633,17601.1153706358,388837.688496235,1985967.70976451,2374805.39826074,51225
2019/05/21 00:00:00+00,2019,5,21,chokepoint4,Bab el-Mandeb Strait,17,5,1,5,24,28,52,1077052.54047763,236593.403224089,2980.70053460893,21722.5439760832,1074780.55182887,1338349.18821242,2413129.74004129,51226
2019/05/22 00:00:00+00,2019,5,22,chokepoint4,Bab el-Mandeb Strait,20,12,5,3,21,40,61,1330406.49058109,626562.572069694,19506.337902713,12788.9652753142,664188.99260778,1989264.36582881,2653453.35843659,51227
2019/05/23 00:00:00+00,2019,5,23,chokepoint4,Bab el-Mandeb Strait,17,5,6,3,14,31,45,796700.292088986,523532.826158346,22738.1227118859,7010.58554166909,475041.817814325,1349981.82650089,1825023.64431521,51228
2019/05/24 00:00:00+00,2019,5,24,chokepoint4,Bab el-Mandeb Strait,14,9,6,2,20,31,51,941816.258847549,482965.335145181,15113.3289900084,9482.88152454904,762128.268008958,1449377.80450729,2211506.07251624,51229
2019/05/25 00:00:00+00,2019,5,25,chokepoint4,Bab el-Mandeb Strait,30,12,4,1,14,47,61,1608478.41101346,681060.727690601,36808.2280282851,3540.48632646772,568786.523054175,2329887.85305881,2898674.37611299,51230
2019/05/26 00:00:00+00,2019,5,26,chokepoint4,Bab el-Mandeb Strait,15,12,8,3,17,38,55,901578.33526865,626469.808888492,68274.4596876147,14141.8559273657,733486.337871978,1610464.45977212,2343950.7976441,51231
2019/05/27 00:00:00+00,2019,5,27,chokepoint4,Bab el-Mandeb Strait,12,14,2,1,17,29,46,739220.154789363,620607.208242962,5440.9214368766,4358.78937386905,1127432.58992167,1369627.07384307,2497059.66376475,51232
2019/05/28 00:00:00+00,2019,5,28,chokepoint4,Bab el-Mandeb Strait,17,12,0,0,18,29,47,1158449.18647965,550165.443011296,0,0,464173.894318638,1708614.62949094,2172788.52380958,51233
2019/05/29 00:00:00+00,2019,5,29,chokepoint4,Bab el-Mandeb Strait,17,9,2,6,11,34,45,1164461.20602377,520198.400102524,1251.89857374542,23568.058167728,340640.17488812,1709479.56286777,2050119.73775589,51234
2019/05/30 00:00:00+00,2019,5,30,chokepoint4,Bab el-Mandeb Strait,13,5,3,6,15,27,42,794691.704539177,356669.587720801,8411.90800514855,27403.9950052799,594920.364385044,1187177.19527041,1782097.55965545,51235
2019/05/31 00:00:00+00,2019,5,31,chokepoint4,Bab el-Mandeb Strait,16,7,2,2,18,27,45,1120264.55446911,280324.654769421,9678.56258763844,656.19990288,779053.33034363,1410923.97172905,2189977.30207268,51236
2019/06/01 00:00:00+00,2019,6,1,chokepoint4,Bab el-Mandeb Strait,17,4,0,2,12,23,35,797028.694328574,172572.368123097,0,7324.15128936634,669540.599096678,976925.213741037,1646465.81283771,51237
2019/06/02 00:00:00+00,2019,6,2,chokepoint4,Bab el-Mandeb Strait,16,15,4,1,22,36,58,785675.073496253,619649.240697668,23894.4433997226,3909.13182086296,998541.416326674,1433127.88941451,2431669.30574118,51238
2019/06/03 00:00:00+00,2019,6,3,chokepoint4,Bab el-Mandeb Strait,15,11,1,1,20,28,48,1222483.59262252,514978.249003018,2272.1731354706,4659.78973053689,1263352.91508802,1744393.80449155,3007746.71957957,51239
2019/06/04 00:00:00+00,2019,6,4,chokepoint4,Bab el-Mandeb Strait,17,15,1,6,20,39,59,1344094.22764452,777222.470536243,5794.96825041918,26313.0213690919,1103672.92868638,2153424.68780027,3257097.61648665,51240
2019/06/05 00:00:00+00,2019,6,5,chokepoint4,Bab el-Mandeb Strait,13,12,1,3,16,29,45,778997.823333955,648533.624465853,0,9204.0079761037,774381.062271846,1436735.45577591,2211116.51804776,51241
2019/06/06 00:00:00+00,2019,6,6,chokepoint4,Bab el-Mandeb Strait,16,10,3,7,13,36,49,937954.810171176,335603.811296977,18862.6655039034,23347.8108552419,440901.920603196,1315769.0978273,1756671.01843049,51242
2019/06/07 00:00:00+00,2019,6,7,chokepoint4,Bab el-Mandeb Strait,15,13,2,5,12,35,47,1031740.41784366,576643.890163377,20170.1410150259,5088.85579864204,550112.565168119,1633643.3048207,2183755.86998882,51243
2019/06/08 00:00:00+00,2019,6,8,chokepoint4,Bab el-Mandeb Strait,23,11,6,1,17,41,58,1208060.0762377,537081.6021399,37553.3040246766,0,760834.013306884,1782694.98240227,2543528.99570916,51244
2019/06/09 00:00:00+00,2019,6,9,chokepoint4,Bab el-Mandeb Strait,16,11,1,1,18,29,47,970383.169822684,410459.290830034,7798.97499479,3456.26143920889,1335937.65754348,1392097.69708672,2728035.35463019,51245
2019/06/10 00:00:00+00,2019,6,10,chokepoint4,Bab el-Mandeb Strait,15,8,6,9,13,38,51,1196314.13011078,665661.329450937,25579.2456187722,32060.2440507532,656083.775418391,1919614.94923125,2575698.72464964,51246
2019/06/11 00:00:00+00,2019,6,11,chokepoint4,Bab el-Mandeb Strait,17,12,7,3,18,39,57,1160811.83591288,777245.891346798,33302.8571443392,0,867785.724436355,1971360.58440401,2839146.30884037,51247
2019/06/12 00:00:00+00,2019,6,12,chokepoint4,Bab el-Mandeb Strait,13,12,4,1,17,30,47,823283.20976892,489737.958284945,44074.7882013274,4464.23338488685,849347.194337079,1361560.18964008,2210907.38397716,51248
2019/06/13 00:00:00+00,2019,6,13,chokepoint4,Bab el-Mandeb Strait,13,9,1,1,16,24,40,753807.507815127,895053.801539259,17372.652644905,5156.26798349441,609638.687581991,1671390.22998279,2281028.91756478,51249
2019/06/14 00:00:00+00,2019,6,14,chokepoint4,Bab el-Mandeb Strait,14,9,8,4,15,35,50,968052.647686644,423264.116971657,53052.8919030095,16343.593224445,1028686.10153546,1460713.24978576,2489399.35132121,51250
2019/06/15 00:00:00+00,2019,6,15,chokepoint4,Bab el-Mandeb Strait,21,6,2,4,18,33,51,1217332.0485591,185466.833240119,9752.21095802528,15352.365170748,1117057.53410356,1427903.45792799,2544960.99203155,51251
2019/06/16 00:00:00+00,2019,6,16,chokepoint4,Bab el-Mandeb Strait,21,10,1,1,19,33,52,1289046.16583042,682457.234397301,15529.499997912,2333.34666582304,564462.976907474,1989366.24689146,2553829.22379893,51252
2019/06/17 00:00:00+00,2019,6,17,chokepoint4,Bab el-Mandeb Strait,11,7,7,0,13,25,38,916267.719421024,296057.601888919,37907.1823799005,0,1129548.09857587,1250232.50368984,2379780.60226572,51253
2019/06/18 00:00:00+00,2019,6,18,chokepoint4,Bab el-Mandeb Strait,21,7,1,2,13,31,44,1218274.72695821,273485.513362496,2179.946445187,4876.26098181168,693868.548849311,1498816.4477477,2192684.99659701,51255
2019/01/20 00:00:00+00,2019,1,20,chokepoint4,Bab el-Mandeb Strait,21,9,2,0,21,32,53,1355443.0525844,344341.108643268,15509.308900508,0,814092.176320534,1715293.47012817,2529385.64644871,51256
2019/09/27 00:00:00+00,2019,9,27,chokepoint4,Bab el-Mandeb Strait,18,13,2,5,14,38,52,1145076.16376501,631106.98195361,17985.5302681842,16929.7367762478,1062870.0607206,1811098.41276305,2873968.47348365,51257
2019/03/11 00:00:00+00,2019,3,11,chokepoint4,Bab el-Mandeb Strait,23,10,4,1,19,38,57,1078353.01156492,308284.777299941,30788.4475353842,6360.26484730885,833127.185245821,1423786.50124756,2256913.68649338,51258
2019/06/19 00:00:00+00,2019,6,19,chokepoint4,Bab el-Mandeb Strait,15,8,2,3,22,28,50,1055846.1471524,309101.706270169,8844.45955958594,5794.34537337963,915130.793278766,1379586.65835553,2294717.4516343,51259
2019/01/21 00:00:00+00,2019,1,21,chokepoint4,Bab el-Mandeb Strait,12,8,6,1,13,27,40,599013.831884958,355371.752875587,41845.7501228227,2852.79056362696,484254.219713975,999084.125446995,1483338.34516097,51261
2019/09/28 00:00:00+00,2019,9,28,chokepoint4,Bab el-Mandeb Strait,20,12,3,2,17,37,54,1321630.45345444,243413.494644159,18405.8558261174,2577.01911803137,1051787.04742807,1586026.82304275,2637813.87047082,51262
2019/03/12 00:00:00+00,2019,3,12,chokepoint4,Bab el-Mandeb Strait,9,13,4,1,26,27,53,635513.566940826,556368.347882642,16947.0779351407,656.19990288,1101913.57343609,1209485.19266149,2311398.76609757,51263
2019/03/13 00:00:00+00,2019,3,13,chokepoint4,Bab el-Mandeb Strait,19,3,3,2,13,27,40,1044121.72964985,122955.306260941,26687.1563692015,5334.628966673,865124.214935996,1199098.82124667,2064223.03618267,51264
2019/03/14 00:00:00+00,2019,3,14,chokepoint4,Bab el-Mandeb Strait,15,11,7,3,25,36,61,953407.587615074,686717.052983634,75447.6568421705,6840.86696661402,1319980.40117541,1722413.16440749,3042393.5655829,51265
2019/03/15 00:00:00+00,2019,3,15,chokepoint4,Bab el-Mandeb Strait,14,8,11,2,24,35,59,795969.356680752,423017.640334789,88528.4744846802,656.19990288,975569.042875963,1308171.6714031,2283740.71427906,51266
2019/03/16 00:00:00+00,2019,3,16,chokepoint4,Bab el-Mandeb Strait,23,17,8,4,22,52,74,1452463.13939294,743839.84124838,30984.2890043392,15523.0982977757,1489924.42878116,2242810.36794343,3732734.7967246,51267
2019/03/17 00:00:00+00,2019,3,17,chokepoint4,Bab el-Mandeb Strait,15,13,2,2,18,32,50,1201873.10080382,575418.436054521,15599.219147076,4125.20782893119,1079156.76079656,1797015.96383435,2876172.72463091,51268
2019/03/18 00:00:00+00,2019,3,18,chokepoint4,Bab el-Mandeb Strait,11,8,4,1,24,24,48,655673.692298731,245218.953396876,15366.576277342,2300.18060452194,677788.771501002,918559.402577471,1596348.17407847,51269
2019/03/19 00:00:00+00,2019,3,19,chokepoint4,Bab el-Mandeb Strait,12,8,4,3,10,27,37,875547.432997165,387676.847218569,15699.6598220971,14298.8275881966,429540.601681102,1293222.76762603,1722763.36930713,51270
2019/03/20 00:00:00+00,2019,3,20,chokepoint4,Bab el-Mandeb Strait,14,13,7,9,15,43,58,773468.985066047,800298.196795859,31448.5555736574,36352.0291710388,739993.955818368,1641567.7666066,2381561.72242497,51271
2019/03/21 00:00:00+00,2019,3,21,chokepoint4,Bab el-Mandeb Strait,17,2,5,2,20,26,46,1309299.24544543,125705.686993075,47035.9657727522,7340.57039019991,779022.888114114,1489381.46860146,2268404.35671557,51272
2019/03/22 00:00:00+00,2019,3,22,chokepoint4,Bab el-Mandeb Strait,17,13,3,2,15,35,50,948384.139338065,632470.400031006,53397.6876910104,15591.2753840159,244205.903792778,1649843.5024441,1894049.40623687,51273
2019/03/23 00:00:00+00,2019,3,23,chokepoint4,Bab el-Mandeb Strait,28,8,3,4,16,43,59,1637950.29353347,404108.161335202,8281.47310573706,19958.6542408667,700659.546759118,2070298.58221528,2770958.1289744,51274
2019/03/24 00:00:00+00,2019,3,24,chokepoint4,Bab el-Mandeb Strait,18,12,5,2,15,37,52,1205898.47751741,514271.721809463,14432.0764801718,10815.009920798,528140.452127453,1745417.28572784,2273557.73785529,51275
2019/03/25 00:00:00+00,2019,3,25,chokepoint4,Bab el-Mandeb Strait,15,13,2,0,23,30,53,723697.407735916,625862.527622646,2723.671782715,0,1457018.36711606,1352283.60714128,2809301.97425733,51276
2019/03/26 00:00:00+00,2019,3,26,chokepoint4,Bab el-Mandeb Strait,16,14,4,2,25,36,61,1038718.44842936,798238.751851402,15711.1615684241,5137.42357567524,1077084.47303334,1857805.78542486,2934890.25845819,51277
2019/03/27 00:00:00+00,2019,3,27,chokepoint4,Bab el-Mandeb Strait,16,9,5,1,17,31,48,962791.296482696,516930.45470888,10717.7920820794,0,1077587.87466472,1490439.54327365,2568027.41793837,51278
2019/03/28 00:00:00+00,2019,3,28,chokepoint4,Bab el-Mandeb Strait,15,10,3,6,8,34,42,853813.087100365,397461.930754933,14330.6338821511,11957.9255091205,246522.570088527,1277563.57724657,1524086.1473351,51279
2019/03/29 00:00:00+00,2019,3,29,chokepoint4,Bab el-Mandeb Strait,13,12,6,2,14,33,47,744653.433486421,657032.290481378,14659.5365383619,16049.2507552311,617873.537048755,1432394.51126139,2050268.04831015,51280
2019/03/30 00:00:00+00,2019,3,30,chokepoint4,Bab el-Mandeb Strait,23,6,1,3,18,33,51,1367397.69607836,472236.858116166,5149.59086440186,8245.53866007527,549239.325941978,1853029.683719,2402269.00966098,51281
2019/03/31 00:00:00+00,2019,3,31,chokepoint4,Bab el-Mandeb Strait,16,8,4,5,11,33,44,996851.65666392,406416.196475001,29053.3320128023,20506.5256819624,639021.034992355,1452827.71083369,2091848.74582604,51282
2019/04/01 00:00:00+00,2019,4,1,chokepoint4,Bab el-Mandeb Strait,15,13,4,4,17,36,53,1353139.94353417,850413.853920072,16943.1283731868,6788.19651837494,990540.419505265,2227285.12234581,3217825.54185107,51283
2019/04/02 00:00:00+00,2019,4,2,chokepoint4,Bab el-Mandeb Strait,17,12,3,4,18,36,54,1134126.68678222,525081.096469386,20865.9738297612,15887.9220275663,1138945.33305748,1695961.67910893,2834907.01216641,51284
2019/04/03 00:00:00+00,2019,4,3,chokepoint4,Bab el-Mandeb Strait,15,11,6,1,16,33,49,895580.290522549,413908.127614981,36100.6292803099,7762.47343309866,865729.22305616,1353351.52085094,2219080.7439071,51285
2019/04/04 00:00:00+00,2019,4,4,chokepoint4,Bab el-Mandeb Strait,17,13,7,6,11,43,54,929867.476548537,497514.388406064,31441.9553883441,16621.3813972212,666988.238618815,1475445.20174017,2142433.44035898,51286
2019/04/05 00:00:00+00,2019,4,5,chokepoint4,Bab el-Mandeb Strait,12,9,4,2,16,27,43,571135.088273046,294703.689740161,19762.2070397264,8114.6008811909,676194.323766966,893715.585934125,1569909.90970109,51287
2019/04/06 00:00:00+00,2019,4,6,chokepoint4,Bab el-Mandeb Strait,29,9,1,3,11,42,53,1546548.23065862,658581.924003938,4163.55517620663,17520.8176349221,742130.372549904,2226814.52747368,2968944.90002359,51288
2019/04/07 00:00:00+00,2019,4,7,chokepoint4,Bab el-Mandeb Strait,19,15,6,6,25,46,71,1254837.90298944,915299.619809671,33010.9799182256,20968.1277116179,1596304.4548212,2224116.63042896,3820421.08525016,51289
2019/04/08 00:00:00+00,2019,4,8,chokepoint4,Bab el-Mandeb Strait,13,8,6,3,20,30,50,810083.840893237,379532.076290532,24762.8245046828,11538.8838629638,1018664.7015955,1225917.62555142,2244582.32714692,51290
2019/04/09 00:00:00+00,2019,4,9,chokepoint4,Bab el-Mandeb Strait,15,7,3,4,16,29,45,1023905.87788941,428828.287425074,26588.7911777112,9273.21747798937,495239.111251161,1488596.17397018,1983835.28522134,51291
2019/04/10 00:00:00+00,2019,4,10,chokepoint4,Bab el-Mandeb Strait,14,16,3,5,17,38,55,988229.641635904,888212.693156276,9985.90610387348,22021.0013269332,868087.006129121,1908449.24222299,2776536.24835211,51292
2019/04/11 00:00:00+00,2019,4,11,chokepoint4,Bab el-Mandeb Strait,17,20,3,3,21,43,64,1046506.03073585,911340.829293829,11629.6901561979,6471.53052055709,1741884.91272967,1975948.08070644,3717832.99343611,51293
2019/04/12 00:00:00+00,2019,4,12,chokepoint4,Bab el-Mandeb Strait,17,10,2,6,20,35,55,688814.157079497,301139.041126671,0,24735.802769806,1354203.42562785,1014689.00097597,2368892.42660383,51294
2019/04/13 00:00:00+00,2019,4,13,chokepoint4,Bab el-Mandeb Strait,28,13,5,5,12,51,63,1722479.6336085,597214.866076505,35318.6171839711,13397.840856094,888227.841403896,2368410.95772507,3256638.79912897,51295
2019/04/14 00:00:00+00,2019,4,14,chokepoint4,Bab el-Mandeb Strait,24,13,4,4,19,45,64,1401616.07622789,698342.047272443,13837.4345012406,4020.86802215382,914096.407873536,2117816.42602373,3031912.83389727,51296
2019/04/15 00:00:00+00,2019,4,15,chokepoint4,Bab el-Mandeb Strait,10,10,5,1,15,26,41,724184.550556593,485064.561113039,18251.8058213728,0,1427919.80846414,1227500.917491,2655420.72595514,51297
2019/04/16 00:00:00+00,2019,4,16,chokepoint4,Bab el-Mandeb Strait,12,7,3,5,21,27,48,908660.640247774,370540.308452326,9928.45969903917,33492.1173784912,734779.035628809,1322621.52577763,2057400.56140644,51298
2019/04/17 00:00:00+00,2019,4,17,chokepoint4,Bab el-Mandeb Strait,18,10,4,0,14,32,46,1037090.83375191,581577.539103732,17473.9225216298,0,735290.7740264,1636142.29537727,2371433.06940367,51299
2019/04/18 00:00:00+00,2019,4,18,chokepoint4,Bab el-Mandeb Strait,18,9,5,4,21,36,57,1223310.61555438,251586.627713987,21428.822021098,15962.7101136492,1517717.60142446,1512288.77540311,3030006.37682757,51300
2019/04/19 00:00:00+00,2019,4,19,chokepoint4,Bab el-Mandeb Strait,15,15,5,5,16,40,56,841832.903956679,746809.256615916,17609.9245086699,18944.6384082919,554718.882263625,1625196.72348956,2179915.60575318,51301
2019/04/20 00:00:00+00,2019,4,20,chokepoint4,Bab el-Mandeb Strait,24,11,9,3,18,47,65,1683869.86480035,596202.014105171,37902.2466650793,13711.164473507,591229.688562493,2331685.29004411,2922914.9786066,51302
2019/04/21 00:00:00+00,2019,4,21,chokepoint4,Bab el-Mandeb Strait,15,12,4,3,18,34,52,1044312.68555953,506879.950696714,16978.1130131723,5034.07020093889,788186.43292298,1573204.81947035,2361391.25239333,51303
2019/04/22 00:00:00+00,2019,4,22,chokepoint4,Bab el-Mandeb Strait,15,19,5,7,14,46,60,1112824.76097568,1084975.57143508,29559.2356454999,29286.1705804589,556085.373991675,2256645.73863671,2812731.11262839,51304
2019/04/23 00:00:00+00,2019,4,23,chokepoint4,Bab el-Mandeb Strait,13,13,7,4,15,37,52,907268.051021085,743351.784222335,20499.6808082228,9991.58509236893,683142.240463001,1681111.10114401,2364253.34160701,51305
2019/04/24 00:00:00+00,2019,4,24,chokepoint4,Bab el-Mandeb Strait,12,4,5,6,20,27,47,651198.656683003,421052.703899238,5929.65711258928,26175.7316957169,1153678.94637431,1104356.74939055,2258035.69576486,51306
2019/04/25 00:00:00+00,2019,4,25,chokepoint4,Bab el-Mandeb Strait,21,15,5,4,24,45,69,1175021.55857094,624753.60607612,40684.7581371691,11037.1587592142,1194750.9488094,1851497.08154344,3046248.03035284,51307
2019/04/26 00:00:00+00,2019,4,26,chokepoint4,Bab el-Mandeb Strait,9,11,7,1,19,28,47,503612.717504299,423680.420059401,23634.9203858889,3736.69332551437,997410.470466884,954664.751275103,1952075.22174199,51308
2019/04/27 00:00:00+00,2019,4,27,chokepoint4,Bab el-Mandeb Strait,24,12,3,3,20,42,62,1443201.15470859,338331.362503064,10109.9232493784,12663.0195341637,1173573.63217766,1804305.4599952,2977879.09217287,51309
2019/04/28 00:00:00+00,2019,4,28,chokepoint4,Bab el-Mandeb Strait,24,11,5,2,17,42,59,1535494.54106969,365928.675504675,18079.3145396905,3336.86429237338,527972.588528974,1922839.39540643,2450811.9839354,51310
2019/01/22 00:00:00+00,2019,1,22,chokepoint4,Bab el-Mandeb Strait,17,6,2,3,21,28,49,1044679.62065547,307093.081018948,3838.827632055,8962.71766582966,914471.459423191,1364574.2469723,2279045.7063955,51311
2019/06/20 00:00:00+00,2019,6,20,chokepoint4,Bab el-Mandeb Strait,18,10,2,4,16,34,50,1199705.18164727,461219.894186817,25058.2778091215,11068.8300441417,558364.134052617,1697052.18368735,2255416.31773996,51313
2019/09/29 00:00:00+00,2019,9,29,chokepoint4,Bab el-Mandeb Strait,17,21,4,4,16,46,62,942418.350943952,983449.904941175,15059.1600094913,11180.085870154,749565.117774291,1952107.50176477,2701672.61953906,51314
2019/01/23 00:00:00+00,2019,1,23,chokepoint4,Bab el-Mandeb Strait,17,7,4,2,18,30,48,939783.327013409,315096.208310383,23031.4271474353,6506.0001657726,635510.35651718,1284416.962637,1919927.31915418,51315
2019/01/24 00:00:00+00,2019,1,24,chokepoint4,Bab el-Mandeb Strait,13,7,6,2,13,28,41,551287.247069918,345921.565190551,32444.6799568202,8017.18366387352,509278.383243309,937670.675881163,1446949.05912447,51316
2019/09/30 00:00:00+00,2019,9,30,chokepoint4,Bab el-Mandeb Strait,17,19,2,5,12,43,55,1141521.21189733,641990.808824602,4353.22248493077,25508.8471064719,491658.185713081,1813374.09031334,2305032.27602642,51317
2019/06/21 00:00:00+00,2019,6,21,chokepoint4,Bab el-Mandeb Strait,17,7,3,4,17,31,48,933336.19044952,307383.468565725,34547.1736605448,18158.7447711703,711212.771834301,1293425.57744696,2004638.34928126,51318
2019/01/25 00:00:00+00,2019,1,25,chokepoint4,Bab el-Mandeb Strait,10,4,4,4,9,22,31,568904.561622487,266093.178088979,14889.6942189706,20536.1181917966,673783.199112886,870423.552122234,1544206.75123512,51319
2019/10/01 00:00:00+00,2019,10,1,chokepoint4,Bab el-Mandeb Strait,21,16,2,2,21,41,62,1239470.62526793,821108.069546424,11481.7391812417,6024.98844922412,1071420.89812648,2078085.42244482,3149506.3205713,51321
2019/06/22 00:00:00+00,2019,6,22,chokepoint4,Bab el-Mandeb Strait,23,17,8,3,20,51,71,1219942.39674755,658184.424896577,31206.0877976942,18567.0232227973,1524880.8743901,1927899.93266462,3452780.80705473,51322
2019/01/26 00:00:00+00,2019,1,26,chokepoint4,Bab el-Mandeb Strait,24,11,5,5,24,45,69,1285738.96502622,729749.487981964,33736.1481380172,8446.37214131952,674638.394940558,2057670.97328752,2732309.36822808,51323
2019/10/02 00:00:00+00,2019,10,2,chokepoint4,Bab el-Mandeb Strait,10,14,0,2,16,26,42,462433.381716383,685344.937320419,0,9721.18106045721,683595.579948916,1157499.50009726,1841095.08004617,51325
2019/06/23 00:00:00+00,2019,6,23,chokepoint4,Bab el-Mandeb Strait,16,9,7,3,14,35,49,976876.739108385,531073.139143894,42076.8623486917,3411.17964383362,777632.191102903,1553437.9202448,2331070.11134771,51326
2019/01/27 00:00:00+00,2019,1,27,chokepoint4,Bab el-Mandeb Strait,21,7,4,0,12,32,44,1439116.32963797,516793.461287467,52458.7185166401,0,397046.489089521,2008368.50944208,2405414.9985316,51327
